"teamId","teamName","player","currentEvidenceRole","candidateRank","candidateDomain","candidateScore","candidateSignals","exactPlayerName","sourceName","publishedAt","reviewStatus","title","url","bingNewsUrl","googleNewsUrl","originalUrl","needsOriginalUrlResolution","snippet"
"bri","Brisbane Broncos","Gehamat Shibasaki","backup_baseline","4","dailytelegraph.com.au","10","money|contract_language|context_or_team_article","false","The Daily Telegraph","Tue, 23 Jun 2026 12:12:00 GMT","team_or_context_candidate_needs_article_review","NRL to grant Perth Bears $500k salary cap concessions in landmark third-party arrangement","https://www.dailytelegraph.com.au/sport/nrl/nrl-to-grant-perth-bears-500k-salary-cap-concessions-in-landmark-thirdparty-arrangement/news-story/0c5c097536d723f0d0cb46c86fd051ff","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f62695b74680a14aff3c6f1bad65&url=https%3a%2f%2fwww.dailytelegraph.com.au%2fsport%2fnrl%2fnrl-to-grant-perth-bears-500k-salary-cap-concessions-in-landmark-thirdparty-arrangement%2fnews-story%2f0c5c097536d723f0d0cb46c86fd051ff&c=13072428604770190172&mkt=en-au","","https://www.dailytelegraph.com.au/sport/nrl/nrl-to-grant-perth-bears-500k-salary-cap-concessions-in-landmark-thirdparty-arrangement/news-story/0c5c097536d723f0d0cb46c86fd051ff","false","In a historic development for the NRL’s 18th club, this masthead has been told Perth will receive a special marquee player privilege where existing club sponsors can top-up a player’s contract by 20 ..."
"bri","Brisbane Broncos","Gehamat Shibasaki","backup_baseline","5","au.sports.yahoo.com","7","money|contract_language|context_or_team_article","false","Yahoo Sports Australia","Tue, 23 Jun 2026 19:51:00 GMT","team_or_context_candidate_needs_article_review","Perth Bears receive salary cap boost from NRL","https://au.sports.yahoo.com/perth-bears-receive-salary-cap-025110246.html","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f629f39b46a08d785f4d5a09de70&url=https%3a%2f%2fau.sports.yahoo.com%2fperth-bears-receive-salary-cap-025110246.html&c=545008729362569136&mkt=en-au","","https://au.sports.yahoo.com/perth-bears-receive-salary-cap-025110246.html","false","The NRL has granted the Perth Bears up to $500,000 worth of salary cap concessions to compete in the fight against PNG Chiefs. The latest NRL expansion club with receive compensation from the NRL to ..."
"bri","Brisbane Broncos","Gehamat Shibasaki","backup_baseline","6","au.news.yahoo.com","4","contract_language|context_or_team_article","false","Yahoo News Australia","Mon, 22 Jun 2026 17:24:00 GMT","team_or_context_candidate_needs_article_review","NRL fans divided after Broncos re-sign veteran and linked with former Origin player from rival club","https://au.news.yahoo.com/nrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f62616f34e09a2d96cb7f6fea96a&url=https%3a%2f%2fau.news.yahoo.com%2fnrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html&c=7254748367207178614&mkt=en-au","","https://au.news.yahoo.com/nrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html","false","Brisbane Broncos fans have been left surprised after the announcement they have re-signed veteran Ben Hunt on a one-year extension as the club juggles their salary cap. This also comes after the ..."
"bri","Brisbane Broncos","Deine Mariner","backup_baseline","1","smh.com.au","10","money|contract_language|context_or_team_article","false","Sydney Morning Herald","Fri, 26 Jun 2026 17:01:00 GMT","team_or_context_candidate_needs_article_review","New broadcast deal could push NRL salary cap up to $20m by 2028","https://www.smh.com.au/sport/nrl/new-broadcast-deal-could-push-nrl-salary-cap-up-to-20m-by-2028-20260627-p60ak2.html","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f62b1eda4989a9e54eba2e52b457&url=https%3a%2f%2fwww.smh.com.au%2fsport%2fnrl%2fnew-broadcast-deal-could-push-nrl-salary-cap-up-to-20m-by-2028-20260627-p60ak2.html&c=16384154360396862290&mkt=en-au","","https://www.smh.com.au/sport/nrl/new-broadcast-deal-could-push-nrl-salary-cap-up-to-20m-by-2028-20260627-p60ak2.html","false","You have reached your maximum number of saved items. Remove items from your saved list to add more. The new multibillion-dollar broadcast rights deal could push the salary cap as high as $20 million ..."
"bri","Brisbane Broncos","Ezra Mam","backup_baseline","1","7news.com.au","4","contract_language|context_or_team_article","false","7NEWS Australia","Mon, 23 Sep 2024 20:54:00 GMT","team_or_context_candidate_needs_article_review","Broncos superstar Reece Walsh agrees to multi-million dollar contract extension","https://7news.com.au/sport/rugby-league/broncos-superstar-reece-walsh-agrees-to-multi-million-dollar-contract-extension-c-16162034","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f63037a146338d75d76fbbf79716&url=https%3a%2f%2f7news.com.au%2fsport%2frugby-league%2fbroncos-superstar-reece-walsh-agrees-to-multi-million-dollar-contract-extension-c-16162034&c=3971178330612469509&mkt=en-au","","https://7news.com.au/sport/rugby-league/broncos-superstar-reece-walsh-agrees-to-multi-million-dollar-contract-extension-c-16162034","false","It is thought Walsh’s new contract will make him second-highest paid player in the competition behind Newcastle Knights star Kalyn Ponga. Walsh is only 22 years old and Broncos ..."
"bri","Brisbane Broncos","Adam Reynolds","backup_baseline","","","","","","","","no_candidate_found","","","","","","",""
"bri","Brisbane Broncos","Corey Jensen","backup_baseline","1","7news.com.au","7","money|contract_language|context_or_team_article","false","7NEWS Australia","Fri, 28 Oct 2022 02:27:00 GMT","team_or_context_candidate_needs_article_review","Ultimate NRL free agency preview: Your club’s out-of-contract stars and where they could end up","https://7news.com.au/sport/rugby-league/ultimate-nrl-free-agency-preview-your-clubs-out-of-contract-stars-and-where-they-could-end-up-c-8677336","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f63fa0a748fda7d8555b0fac344b&url=https%3a%2f%2f7news.com.au%2fsport%2frugby-league%2fultimate-nrl-free-agency-preview-your-clubs-out-of-contract-stars-and-where-they-could-end-up-c-8677336&c=143273184193222445&mkt=en-au","","https://7news.com.au/sport/rugby-league/ultimate-nrl-free-agency-preview-your-clubs-out-of-contract-stars-and-where-they-could-end-up-c-8677336","false","Over $50 million worth of player talent will be free to negotiate with clubs for season 2024 and beyond when the NRL free agency period begins on November 1. Latrell Mitchell, Mit ..."
"bri","Brisbane Broncos","Corey Jensen","backup_baseline","2","news.com.au","4","contract_language|context_or_team_article","false","Couriermail","Mon, 20 May 2019 14:49:00 GMT","team_or_context_candidate_needs_article_review","Nine NRL players shopped to English clubs, Jackson Hastings slated to return to Australia","https://www.news.com.au/sport/nrl/nine-nrl-players-shopped-to-english-clubs-jackson-hastings-slated-to-return-to-australia/news-story/4dc07f0bf2df5f1dbf2f2f84a1be7247","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f63d49084ad1a2fd98557a9e71d7&url=https%3a%2f%2fwww.news.com.au%2fsport%2fnrl%2fnine-nrl-players-shopped-to-english-clubs-jackson-hastings-slated-to-return-to-australia%2fnews-story%2f4dc07f0bf2df5f1dbf2f2f84a1be7247&c=3161708882160213554&mkt=en-au","","https://www.news.com.au/sport/nrl/nine-nrl-players-shopped-to-english-clubs-jackson-hastings-slated-to-return-to-australia/news-story/4dc07f0bf2df5f1dbf2f2f84a1be7247","false","A host of off-contract NRL players are being shopped to Super League clubs. Meanwhile, Jackson Hastings could be back in Australia in 2020. Reportedly being shopped are Daniel Alvaro, Aaron Gray, Kyle ..."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","1","themercury.com.au","30","money|contract_language|exact_player_name","true","The Mercury","Thu, 25 Jun 2026 11:00:00 GMT","player_focused_candidate_needs_article_review","Brisbane Broncos veteran Ben Hunt to accept $200K pay cut to remain at Red Hill","https://www.themercury.com.au/sport/nrl/brisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill/news-story/271b9abf08346764743293d2bb398bb4","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.themercury.com.au%2fsport%2fnrl%2fbrisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill%2fnews-story%2f271b9abf08346764743293d2bb398bb4&c=3572114847661149012&mkt=en-au","","https://www.themercury.com.au/sport/nrl/brisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill/news-story/271b9abf08346764743293d2bb398bb4","false","The Broncos’ decision to re-sign Ben Hunt has raised eyebrows, but they aren’t exactly breaking the bank to keep the ageing playmaker. Sport Confidential can reveal Hunt’s 12-month extension to play ..."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","2","couriermail.com.au","27","money|exact_player_name","true","The Courier Mail","Thu, 25 Jun 2026 11:18:00 GMT","player_focused_candidate_needs_article_review","Brisbane Broncos veteran Ben Hunt to accept $200K pay cut to remain at Red Hill","https://www.couriermail.com.au/sport/nrl/brisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill/news-story/271b9abf08346764743293d2bb398bb4","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.couriermail.com.au%2fsport%2fnrl%2fbrisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill%2fnews-story%2f271b9abf08346764743293d2bb398bb4&c=12753214573329474957&mkt=en-au","","https://www.couriermail.com.au/sport/nrl/brisbane-broncos-veteran-ben-hunt-to-accept-200k-pay-cut-to-remain-at-red-hill/news-story/271b9abf08346764743293d2bb398bb4","false","The Broncos’ decision to re-sign Ben Hunt has raised eyebrows, but they aren’t exactly breaking the bank to keep the ageing playmaker."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","3","theaustralian.com.au","27","contract_language|exact_player_name","true","The Australian","Mon, 22 Jun 2026 02:14:00 GMT","player_focused_candidate_needs_article_review","Broncos champion Ben Hunt inks new one-year deal to defy retirement calls","https://www.theaustralian.com.au/sport/nrl/ben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump/news-story/0b707e4a6fc1118d7ceea4290fad1cb5","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.theaustralian.com.au%2fsport%2fnrl%2fben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump%2fnews-story%2f0b707e4a6fc1118d7ceea4290fad1cb5&c=235745227428871600&mkt=en-au","","https://www.theaustralian.com.au/sport/nrl/ben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump/news-story/0b707e4a6fc1118d7ceea4290fad1cb5","false","Ben Hunt has shelved retirement plans and has inked a one-year extension as the Broncos champion throws down the gauntlet to young guns Tom Duffy and Jonah Pezet."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","4","theaustralian.com.au","27","contract_language|exact_player_name","true","The Australian","Sat, 13 Jun 2026 12:00:00 GMT","player_focused_candidate_needs_article_review","Ben Hunt urged to retire by ex-Broncos captain amid cap crunch","https://www.theaustralian.com.au/sport/nrl/ben-hunt-urged-to-retire-by-exbroncos-captain-amid-cap-crunch/news-story/3a9417335c0da94e31d1f2dfad86238b","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.theaustralian.com.au%2fsport%2fnrl%2fben-hunt-urged-to-retire-by-exbroncos-captain-amid-cap-crunch%2fnews-story%2f3a9417335c0da94e31d1f2dfad86238b&c=1100610879034501017&mkt=en-au","","https://www.theaustralian.com.au/sport/nrl/ben-hunt-urged-to-retire-by-exbroncos-captain-amid-cap-crunch/news-story/3a9417335c0da94e31d1f2dfad86238b","false","The off-contract Hunt turns 37 next March and has indicated to Broncos management he wants to play on in 2027 after winning an elusive premiership ring in his fairytale return to Red Hill last season."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","5","themercury.com.au","24","exact_player_name","true","The Mercury","Fri, 19 Jun 2026 12:00:00 GMT","player_focused_candidate_needs_article_review","Ben Hunt brushes off retirement pleas from NRL greats despite Brisbane Broncos slump","https://www.themercury.com.au/sport/nrl/ben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump/news-story/0b707e4a6fc1118d7ceea4290fad1cb5","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.themercury.com.au%2fsport%2fnrl%2fben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump%2fnews-story%2f0b707e4a6fc1118d7ceea4290fad1cb5&c=12208937049248139886&mkt=en-au","","https://www.themercury.com.au/sport/nrl/ben-hunt-brushes-off-retirement-pleas-from-nrl-greats-despite-brisbane-broncos-slump/news-story/0b707e4a6fc1118d7ceea4290fad1cb5","false","Broncos legend Corey Parker has urged his former teammate to consider walking away at season’s end, warning of the perils of Hunt playing one year too long before his 37th birthday next season. Parker ..."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","6","au.news.yahoo.com","23","contract_language|exact_player_name","true","Yahoo News Australia","Mon, 22 Jun 2026 16:47:00 GMT","player_focused_candidate_needs_article_review","NRL fans divided after Broncos re-sign veteran and linked with former Origin player from rival club","https://au.news.yahoo.com/nrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fau.news.yahoo.com%2fnrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html&c=7254748367207178614&mkt=en-au","","https://au.news.yahoo.com/nrl-fans-divided-after-broncos-re-sign-veteran-and-linked-with-former-origin-player-from-rival-club-234604475.html","false","Brisbane Broncos fans have been left surprised after the announcement they have re-signed veteran Ben Hunt on a one-year extension as the club juggles their salary cap. This also comes after the ..."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","7","theroar.com.au","20","exact_player_name","true","theroar.com.au","Tue, 07 Jul 2020 17:00:00 GMT","context_only_untrusted_domain","Ben Hunt is now the highest paid starting nine in NRL history","https://www.theroar.com.au/2020/07/09/ben-hunt-is-now-the-highest-paid-starting-nine-in-nrl-history/","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f64367c7425f8419528e663d0024&url=https%3a%2f%2fwww.theroar.com.au%2f2020%2f07%2f09%2fben-hunt-is-now-the-highest-paid-starting-nine-in-nrl-history%2f&c=1260461963433130419&mkt=en-au","","https://www.theroar.com.au/2020/07/09/ben-hunt-is-now-the-highest-paid-starting-nine-in-nrl-history/","false","Anyone can contribute to The Roar and have their work featured alongside some of Australia’s most prominent sports journalists. Paul McGregor’s decision to start Ben Hunt at hooker for this week’s ..."
"bri","Brisbane Broncos","Ben Hunt","backup_baseline","8","msn.com","19","contract_language|exact_player_name","true","nine.com.au on MSN","Tue, 23 Jun 2026 20:26:25 GMT","context_only_untrusted_domain","Ghosts of Broncos’ past behind contentious new deal for Hunt","https://www.msn.com/en-au/sport/rugby/ghosts-of-broncos-past-behind-contentious-new-deal-for-hunt/ar-AA26oD2e","http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a52f641e8ae48ada10ea7bda6093c95&url=https%3a%2f%2fwww.msn.com%2fen-au%2fsport%2frugby%2fghosts-of-broncos-past-behind-contentious-new-deal-for-hunt%2far-AA26oD2e&c=9579587198838510722&mkt=en-au","","https://www.msn.com/en-au/sport/rugby/ghosts-of-broncos-past-behind-contentious-new-deal-for-hunt/ar-AA26oD2e","false","Broncos legend Sam Thaiday suspects the club may have learned a lesson from the past before giving Ben Hunt a one-year contract extension."
